"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";
"1826763545662685325,""Thu Aug 22 23:59:40 +0000 2024"",""0"",""@txtdrjkt @DivHumas_Polri KEMBALIKAN TEMAN-TEMAN KAMI @DivHumas_Polri #KawalPutusanMK"",""1826771251454750767"","""",""txtdrjkt"",""in"",""0613 APOBANGPO "",""0"",""0"",""0"",""https://x.com/vvhintaeges/status/1826771251454750767"",""1584821437759909888"",""vvhintaeges""";
"1826442464103649690,""Thu Aug 22 23:59:39 +0000 2024"",""0"",""@nct_menfess @DPR_RI Kepada yang terhormat @DPR_RI kami mohon untuk mempertimbangkan ambang batas dan pembahasan RUU Pilkada dalam pilkada tahun ini. Terima kasih. #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771247738618338"","""",""nct_menfess"",""in"","""",""0"",""0"",""0"",""https://x.com/rsydoes/status/1826771247738618338"",""1700766088596955136"",""rsydoes""";
"1826633892360847717,""Thu Aug 22 23:59:39 +0000 2024"",""0"",""@sheldon24james BATALKAN BUKAN TUNDA! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771246572601464"","""",""sheldon24james"",""in"","""",""0"",""0"",""0"",""https://x.com/yinyuujun/status/1826771246572601464"",""1411243121799667713"",""yinyuujun""";
"1826771245486276911,""Thu Aug 22 23:59:39 +0000 2024"",""0"",""KEMBALIKAN TEMAN TEMAN KAMI !! @DivHumas_Polri #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti https://t.co/eLZo6Ougmq"",""1826771245486276911"",""https://pbs.twimg.com/media/GVn-wlHa0AAPwc-.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/betelgerion/status/1826771245486276911"",""1445968622845718530"",""betelgerion""";
"1826553233877205087,""Thu Aug 22 23:59:38 +0000 2024"",""0"",""@sensesual BATAL BUKAN TUNDA‼️ #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771243380736224"","""",""sensesual"",""in"","""",""0"",""0"",""0"",""https://x.com/secretsja3m1n/status/1826771243380736224"",""1765718654430412800"",""secretsja3m1n""";
"1826771242231496882,""Thu Aug 22 23:59:38 +0000 2024"",""0"",""Tuh dikasih paham sama Jae.. #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771242231496882"","""","""",""in"",""Jateng "",""0"",""0"",""0"",""https://x.com/NailahAi/status/1826771242231496882"",""842387573670461440"",""NailahAi""";
"1826680110126432314,""Thu Aug 22 23:59:38 +0000 2024"",""0"",""@YLBHI Kami menuntut pihak kepolisian yang bertugas hari ini &amp";" melakukan aksi kekerasan terhadap mahasiswa kemudian ada yang diculik juga smpai saat ini tidak ada informasi dimana mahasiswa tersebut. KEMBALIKAN MEREKA SEGERAA!! @DivHumas_Polri @ListyoSigitP #KawalPutusanMK"",""1826771242097234194"","""",""YLBHI"",""in"",""Jakarta Timur, DKI Jakarta"",""0"",""0"",""0"",""https://x.com/plumpypum/status/1826771242097234194"",""79659062"",""plumpypum"""
"1826763833660100810,""Thu Aug 22 23:59:37 +0000 2024"",""0"",""@tanyakanrl LAWAN! JANGAN LENGAH! BATALKAN BUKAN TUNDA! PANJANG UMUR PERJUANGAN! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #BelaRepublik #TumbangkanRajaBauKolonial #menjagaPutusanMK #DaruratDemokrasi #ReformasiDihabisi #IndonesiaEmergencyDemocracy #KoalisiIndonesiaMundur"",""1826771238880198933"","""",""tanyakanrl"",""in"","""",""0"",""0"",""0"",""https://x.com/bienya_bacon/status/1826771238880198933"",""1664598840463495168"",""bienya_bacon""";
"1826766354805821674,""Thu Aug 22 23:59:37 +0000 2024"",""0"",""@tanyarlfes Kami menuntut pihak kepolisian yang bertugas hari ini &amp";" melakukan aksi kekerasan terhadap mahasiswa kemudian ada yang diculik juga sampai saat ini tidak ada informasi dimana mahasiswa tersebut. KEMBALIKAN MEREKA SEGERAA!! @DivHumas_Polri @ListyoSigitP #KawalPutusanMK"",""1826771238829842907"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/jianhyunn/status/1826771238829842907"",""1273933810707558400"",""jianhyunn"""
"1826748718227378193,""Thu Aug 22 23:59:37 +0000 2024"",""0"",""@tanyarlfes BATALKAN BUKAN DITUNDA #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771237974278530"","""",""tanyarlfes"",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/yashmiinee/status/1826771237974278530"",""1273495682779758598"",""yashmiinee""";
"1826630227654836431,""Thu Aug 22 23:59:37 +0000 2024"",""0"",""@nahrscv BATALKAN BUKAN DITUNDA #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771237122834895"","""",""nahrscv"",""in"",""jungwon's heart"",""0"",""0"",""0"",""https://x.com/skyeaniverse/status/1826771237122834895"",""1553395709814394880"",""skyeaniverse""";
"1826548457185968551,""Thu Aug 22 23:59:36 +0000 2024"",""0"",""@nct_menfess BATALKAN BUKAN TUNDA #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771233805160594"","""",""nct_menfess"",""in"",""Magelang, Jawa Tengah"",""0"",""0"",""0"",""https://x.com/stroberinyanana/status/1826771233805160594"",""1265930259259510784"",""stroberinyanana""";
"1826532347027587104,""Thu Aug 22 23:59:36 +0000 2024"",""0"",""@treasuremenfess LAWAN! JANGAN LENGAH! BATALKAN BUKAN TUNDA! PANJANG UMUR PERJUANGAN! HIDUP RAKYAT INDONESIA! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771232874000654"","""",""treasuremenfess"",""in"","""",""0"",""0"",""0"",""https://x.com/mongeeily/status/1826771232874000654"",""1798287530498138112"",""mongeeily""";
"1826752750342078479,""Thu Aug 22 23:59:35 +0000 2024"",""0"",""@chonlo_lolo @DivHumas_Polri Kami menuntut pihak kepolisian yang bertugas hari ini &amp";" melakukan aksi kekerasan terhadap mahasiswa kemudian ada yang diculik juga sampai saat ini tidak ada informasi dimana mahasiswa tersebut. KEMBALIKAN MEREKA SEGERAA!! @DivHumas_Polri @ListyoSigitP #KawalPutusanMK"",""1826771231330501017"","""",""chonlo_lolo"",""in"",""𝐍𝐂𝐓 ˏˋ°•*⁀➷ my treasure ✎☆"",""0"",""0"",""0"",""https://x.com/pjieeru/status/1826771231330501017"",""1275376856150097922"",""pjieeru"""
"1826641149366599716,""Thu Aug 22 23:59:35 +0000 2024"",""0"",""@jungaheon @iiksanboy BATALKAN BUKAN TUNDA! #KawalPutusanMk #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771231036899765"","""",""jungaheon"",""in"","""",""0"",""0"",""0"",""https://x.com/yeanj_/status/1826771231036899765"",""1735291042252169217"",""yeanj_""";
"1826762559635992693,""Thu Aug 22 23:59:34 +0000 2024"",""0"",""@tanyarlfes BATALKAN BUKAN TUNDA! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771225735299295"","""",""tanyarlfes"",""in"",""Betelgeuse||she/her'03"",""0"",""0"",""0"",""https://x.com/wqblueryavolt/status/1826771225735299295"",""1430334863094075396"",""wqblueryavolt""";
"1826587782254657674,""Thu Aug 22 23:59:34 +0000 2024"",""0"",""@cigrttsftrsxx Malang masih hari ini Kak. Siang nanti jam 12.30 ‍️‍️‍️ Aku pengin ikut banget #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinastiJokowi #TolakPolitikDinasti"",""1826771224305021065"","""",""cigrttsftrsxx"",""in"",""homophobes strictly dni."",""0"",""0"",""0"",""https://x.com/dKhaotung/status/1826771224305021065"",""1781279211975827456"",""dKhaotung""";
"1826521935762931804,""Thu Aug 22 23:59:33 +0000 2024"",""0"",""@aMomeunt BATALKAN BUKAN TUNDA #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771219213058524"","""",""aMomeunt"",""in"","""",""0"",""0"",""0"",""https://x.com/miayambabeh/status/1826771219213058524"",""1456210967298129925"",""miayambabeh""";
"1826766354805821674,""Thu Aug 22 23:59:32 +0000 2024"",""0"",""@tanyarlfes kami menuntut pihak kepolisian yang bertugas hari ini &amp";" melakukan aksi kekerasan terhadap mahasiswa kemudian ada yang diculik juga smpai saat ini tidak ada informasi dimana mahasiswa tersebut. KEMBALIKAN MEREKA SEGERAA!! @DivHumas_Polri #KawalPutusanMK #TolakPilkadaAkal2an"",""1826771217371857191"","""",""tanyarlfes"",""in"",""imwinter"",""0"",""0"",""0"",""https://x.com/rinakatarinablu/status/1826771217371857191"",""1421748633943248900"",""rinakatarinablu"""
"1826625053708165439,""Thu Aug 22 23:59:32 +0000 2024"",""0"",""@araaananana Cepet sembuh Indonesia #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771216012902493"","""",""araaananana"",""in"",""en-"",""0"",""0"",""0"",""https://x.com/hoonloper/status/1826771216012902493"",""1544195810648543232"",""hoonloper""";
"1826640575342543108,""Thu Aug 22 23:59:32 +0000 2024"",""0"",""@lhsploopy BATALKAN BUKAN DITUNDA #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771215740272971"","""",""lhsploopy"",""in"","""",""0"",""0"",""0"",""https://x.com/jongjayya/status/1826771215740272971"",""1673719584657149952"",""jongjayya""";
"1826771214679068784,""Thu Aug 22 23:59:32 +0000 2024"",""0"",""PPP RT TWEET DI BAWAH INI PLS KALO LEWAT #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771214679068784"","""","""",""in"",""she/her || ca/fa"",""0"",""0"",""0"",""https://x.com/mizuxniz/status/1826771214679068784"",""1075350201643094016"",""mizuxniz""";
"1826751242065907865,""Thu Aug 22 23:59:31 +0000 2024"",""0"",""@tanyakanrl BATALKAN BUKAN DITUNDA #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771213244653991"","""",""tanyakanrl"",""in"",""JEONGWOO"",""0"",""0"",""0"",""https://x.com/pjwjeong/status/1826771213244653991"",""1459335325172449280"",""pjwjeong""";
"1826572970996744635,""Thu Aug 22 23:59:31 +0000 2024"",""0"",""@unesa_fess BATALKAN BUKAN TUNDA! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771212913291287"","""",""unesa_fess"",""in"",""ENFP"",""0"",""0"",""0"",""https://x.com/orlldinary/status/1826771212913291287"",""1324997750119788545"",""orlldinary""";
"1826755025147707487,""Thu Aug 22 23:59:31 +0000 2024"",""0"",""@starfess Gua yakin dia tau dari story nya hindia terus dia kepo dan akhirnya nyari tau sendiri. Big respect! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771211730518302"","""",""starfess"",""in"","""",""0"",""0"",""0"",""https://x.com/caramelmackiato/status/1826771211730518302"",""1206221011672190979"",""caramelmackiato""";
"1826615372667125768,""Thu Aug 22 23:59:30 +0000 2024"",""0"",""@tanyakanrl BATALKAN BUKAN TUNDA! #KawalPutusanMk #TolakPilkadaAkal2an #TolakPolitikDinasti"",""1826771208844837113"","""",""tanyakanrl"",""in"",""dikamar Jaeyong."",""0"",""0"",""0"",""https://x.com/kkinkykitten/status/1826771208844837113"",""1456126663331221506"",""kkinkykitten""";
"1826771203148972187,""Thu Aug 22 23:59:29 +0000 2024"",""0"",""KAMI BUTUH BATALKAN BUKAN TUNDA !!! #KawalPutusanMK #MenjagaPutusanMK https://t.co/coJJ7PGBnU"",""1826771203148972187"",""https://pbs.twimg.com/media/GVn-t6TbMAAeOgO.png"","""",""in"","""",""0"",""0"",""1"",""https://x.com/secretlo0vers/status/1826771203148972187"",""1567283220487741441"",""secretlo0vers""";
"1826588239916110077,""Thu Aug 22 23:59:28 +0000 2024"",""0"",""@nishiicon @ssogarize BATALKAN BUKAN DITUNDA! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy"",""1826771201538359519"","""",""nishiicon"",""in"",""she/her"",""0"",""0"",""0"",""https://x.com/pjongseeong/status/1826771201538359519"",""1414017951829659648"",""pjongseeong""";
